station_name,station_id,lat,lng
Leavitt St & Archer Ave,382,41.828790154077019,-87.680605507382651
Leavitt St & Armitage Ave,383,41.917800787270856,-87.682429662811714
Leavitt St & Belmont Ave,384,41.939357923082412,-87.6832679704053
Leavitt St & Chicago Ave,385,41.895500220912261,-87.68200230233289
Leavitt St & Division St,386,41.902996974999994,-87.683804789387423
Leavitt St & Lawrence Ave,387,41.968890055555548,-87.683994734995281
Leavitt St & North Ave,388,41.910315873134707,-87.682332748557428
Lincoln Ave & Addison St,389,41.946179539184463,-87.67330241301363
Lincoln Ave & Belle Plaine Ave,390,41.956007823382606,-87.680202887054918
Lincoln Ave & Belmont Ave,391,41.939369813371108,-87.66837290062368
Lincoln Ave & Diversey Pkwy,392,41.932214727831109,-87.658614271347631
Lincoln Ave & Fullerton Ave,393,41.925905392979018,-87.649268263047489
Lincoln Ave & Roscoe St,394,41.943332875399562,-87.670958464706118
Lincoln Ave & Sunnyside Ave,395,41.962996794409506,-87.684776922317809
Lincoln Ave & Waveland Ave,396,41.948799840890338,-87.675280346544625
Lincoln Ave & Winona St,397,41.974908207101933,-87.692531150318132
Lincoln Park Conservatory,398,41.923935051408115,-87.6358265102653
Lincolnwood Dr & Central St,399,42.064858400981059,-87.7152864731919
Logan Blvd & Elston Ave,400,41.929468061089118,-87.684164397688463
Loomis Blvd & 84th St,401,41.741505908630621,-87.658410604310376
Loomis St & Archer Ave,402,41.841628251101142,-87.65742895971087
Loomis St & Jackson Blvd,403,41.877933701580311,-87.662005211980883
Loomis St & Lexington St,404,41.872191360101972,-87.661494895885667
Major Taylor Trail & 115th St,405,41.68495129040997,-87.645298009670469
Major Taylor Trail & 124th St,406,41.668711705924714,-87.63719570363871
Malcolm X College,407,41.877612168126092,-87.673878093597992
Manor Ave & Leland Ave,408,41.965876906604592,-87.700816523082125
Maplewood Ave & Peterson Ave,409,41.990230515151147,-87.693371317254318
Marine Dr & Ainslie St,410,41.9715901400673,-87.650157947973312
Marquette Ave & 89th St,411,41.733686799673627,-87.558398620117771
Marshfield Ave & 44th St,412,41.814004985795449,-87.666599834280319
Marshfield Ave & 59th St,413,41.786820489898986,-87.666204045454549
Marshfield Ave & Cortland St,414,41.916012708416289,-87.6688897928537
May St & 69th St,415,41.768928446327685,-87.65292611158192
May St & Cullerton St,416,41.8551396370975,-87.654124425578246
May St & Taylor St,417,41.869481287070066,-87.655488326816169
Mcclurg Ct & Erie St,418,41.89449834343398,-87.617930678506013
Mcclurg Ct & Illinois St,419,41.89038378814876,-87.617535544789035
Mccormick Place,420,41.85139181149983,-87.618827507046873
Michigan Ave & 114th St,421,41.687018412731327,-87.621136621457012
Michigan Ave & 14th St,422,41.864105762982994,-87.623728590319487
Michigan Ave & 18th St,423,41.857817609495164,-87.624559853115628
Michigan Ave & 71st St,424,41.765292028333334,-87.621743631666646
