member_casual,day_of_year,trip_date,avg_ride_len_secs,avg_ride_len,num_rides,daily_rides,part_of_daily_rides,part_of_tot_rides
casual,192,2020-07-10,2505,00:41:45,8089,16665,0.48538853885388539,0.0024289132257312865
casual,193,2020-07-11,2704,00:45:04,12562,22710,0.55314839277851169,0.0037720370801874667
member,193,2020-07-11,1131,00:18:51,10148,22710,0.44685160722148831,0.0030471765873063537
member,194,2020-07-12,1202,00:20:02,9662,22302,0.43323468747197563,0.00290124361318033
casual,194,2020-07-12,2988,00:49:48,12640,22302,0.56676531252802442,0.0037954584217138655
casual,195,2020-07-13,2857,00:47:37,7474,16376,0.45639960918417194,0.0022442449560039109
member,195,2020-07-13,1034,00:17:14,8902,16376,0.543600390815828,0.0026730356701025974
member,196,2020-07-14,1003,00:16:43,9485,17012,0.5575476134493299,0.0028480951843319635
casual,196,2020-07-14,2627,00:43:47,7527,17012,0.4424523865506701,0.0022601594572974897
casual,197,2020-07-15,2316,00:38:36,3414,9147,0.37323712692686128,0.0010251341021939192
member,197,2020-07-15,915,00:15:15,5733,9147,0.62676287307313872,0.0017214686021903157
member,198,2020-07-16,1015,00:16:55,9568,16977,0.5635860281557401,0.0028730178939049261
casual,198,2020-07-16,2521,00:42:01,7409,16977,0.4364139718442599,0.0022247271713985782
member,199,2020-07-17,986,00:16:26,9950,19628,0.50692887711432644,0.0029877224126624181
casual,199,2020-07-17,2500,00:41:40,9678,19628,0.49307112288567351,0.0029060479909293348
casual,200,2020-07-18,2764,00:46:04,13144,22598,0.58164439330914242,0.00394679632080752
member,200,2020-07-18,1108,00:18:28,9454,22598,0.41835560669085758,0.0028387867024432661
casual,201,2020-07-19,3015,00:50:15,8126,14354,0.56611397519855089,0.0024400233492758603
member,201,2020-07-19,1091,00:18:11,6228,14354,0.43388602480144906,0.0018701040388001547
casual,202,2020-07-20,2764,00:46:04,6862,15660,0.43818646232439334,0.0020604775071044737
member,202,2020-07-20,1002,00:16:42,8798,15660,0.5618135376756066,0.0026418072147340655
casual,203,2020-07-21,2191,00:36:31,4398,11923,0.36886689591545752,0.00132060333375772
member,203,2020-07-21,977,00:16:17,7525,11923,0.63113310408454248,0.0022595589100788639
casual,204,2020-07-22,2308,00:38:28,7011,17047,0.4112747110928609,0.0021052182748920816
member,204,2020-07-22,1016,00:16:56,10036,17047,0.588725288907139,0.0030135459430633191
